Point: ,121-5222,,,,
Location: ,"33.74844843, -84.40062165",,,,
Road-Type: ,Minor Arterial,,,,
Day: ,Wed,Thu,Fri,Wed,Thu
Date:,2023-02-15,2023-02-16,2023-02-17,2024-01-03,2024-01-04
0:00:00 (V),,89,74,49,59
1:00:00 (V),,68,41,43,40
2:00:00 (V),,36,26,35,20
3:00:00 (V),27,24,,11,17
4:00:00 (V),24,24,,17,17
5:00:00 (V),50,51,,37,36
6:00:00 (V),131,134,,101,115
7:00:00 (V),336,358,,230,293
8:00:00 (V),451,429,,342,469
9:00:00 (V),365,279,,224,311
10:00:00 (V),245,326,,192,237
11:00:00 (V),252,330,,234,235
12:00:00 (V),276,398,,223,247
13:00:00 (V),274,395,,235,265
14:00:00 (V),296,428,,280,275
15:00:00 (V),341,375,,325,268
16:00:00 (V),342,360,,332,343
17:00:00 (V),346,383,,371,345
18:00:00 (V),263,313,,301,311
19:00:00(V),326,264,,212,231
20:00:00 (V),191,239,,133,156
21:00:00 (V),173,171,,134,106
22:00:00 (V),293,177,,215,106
23:00:00 (V),142,105,,136,106
,,,,,
12:00:00 (C),,1:78:8:0:2:0:0:0:0:0:0:0:0:0:0,0:64:10:0:0:0:0:0:0:0:0:0:0:0:0,0:46:3:0:0:0:0:0:0:0:0:0:0:0:0,0:49:8:0:0:0:0:1:1:0:0:0:0:0:0
1:00:00 (C),,0:55:13:0:0:0:0:0:0:0:0:0:0:0:0,0:35:6:0:0:0:0:0:0:0:0:0:0:0:0,0:41:2:0:0:0:0:0:0:0:0:0:0:0:0,0:38:2:0:0:0:0:0:0:0:0:0:0:0:0
2:00:00 (C),,0:30:3:0:3:0:0:0:0:0:0:0:0:0:0,0:23:3:0:0:0:0:0:0:0:0:0:0:0:0,0:33:1:0:1:0:0:0:0:0:0:0:0:0:0,0:19:1:0:0:0:0:0:0:0:0:0:0:0:0
3:00:00 (C),0:24:2:0:0:1:0:0:0:0:0:0:0:0:0,0:21:3:0:0:0:0:0:0:0:0:0:0:0:0,,0:10:1:0:0:0:0:0:0:0:0:0:0:0:0,0:16:1:0:0:0:0:0:0:0:0:0:0:0:0
4:00:00 (C),0:20:3:0:1:0:0:0:0:0:0:0:0:0:0,1:19:2:0:2:0:0:0:0:0:0:0:0:0:0,,0:13:2:0:2:0:0:0:0:0:0:0:0:0:0,0:16:0:0:1:0:0:0:0:0:0:0:0:0:0
5:00:00 (C),1:39:8:0:2:0:0:0:0:0:0:0:0:0:0,0:43:3:1:3:1:0:0:0:0:0:0:0:0:0,,1:27:5:0:3:1:0:0:0:0:0:0:0:0:0,0:30:4:0:2:0:0:0:0:0:0:0:0:0:0
6:00:00 (C),2:109:12:0:7:0:0:0:1:0:0:0:0:0:0,1:107:18:0:7:1:0:0:0:0:0:0:0:0:0,,0:85:10:1:5:0:0:0:0:0:0:0:0:0:0,1:98:8:2:6:0:0:0:0:0:0:0:0:0:0
7:00:00 (C),0:286:41:2:6:1:0:0:0:0:0:0:0:0:0,0:304:41:2:10:0:0:0:0:0:0:0:1:0:0,,1:190:28:2:8:0:0:1:0:0:0:0:0:0:0,1:256:30:0:5:0:0:1:0:0:0:0:0:0:0
8:00:00 (C),4:376:59:1:10:0:0:0:1:0:0:0:0:0:0,1:352:52:3:18:2:0:1:0:0:0:0:0:0:0,,1:296:32:1:11:0:1:0:0:0:0:0:0:0:0,2:412:39:3:11:2:0:0:0:0:0:0:0:0:0
9:00:00 (C),2:284:63:2:12:2:0:0:0:0:0:0:0:0:0,1:222:40:0:14:0:1:0:0:1:0:0:0:0:0,,2:183:26:2:8:1:0:2:0:0:0:0:0:0:0,3:259:34:2:11:1:0:1:0:0:0:0:0:0:0
10:00:00 (C),0:189:41:1:12:1:0:0:1:0:0:0:0:0:0,3:243:62:1:16:0:0:0:1:0:0:0:0:0:0,,1:146:32:1:10:1:0:0:1:0:0:0:0:0:0,3:197:23:1:12:0:0:0:1:0:0:0:0:0:0
11:00:00 (C),2:192:47:0:9:2:0:0:0:0:0:0:0:0:0,3:251:62:1:13:0:0:0:0:0:0:0:0:0:0,,3:196:26:1:6:2:0:0:0:0:0:0:0:0:0,2:190:31:0:6:2:2:1:1:0:0:0:0:0:0
12:00:00 (C),1:194:60:2:15:4:0:0:0:0:0:0:0:0:0,3:326:53:0:14:2:0:0:0:0:0:0:0:0:0,,2:184:27:0:6:3:0:1:0:0:0:0:0:0:0,3:208:27:2:7:0:0:0:0:0:0:0:0:0:0
13:00:00 (C),2:199:52:4:12:4:0:1:0:0:0:0:0:0:0,4:320:52:2:16:1:0:0:0:0:0:0:0:0:0,,4:190:32:3:4:0:0:2:0:0:0:0:0:0:0,2:226:26:1:9:0:0:0:1:0:0:0:0:0:0
14:00:00 (C),2:229:52:1:11:1:0:0:0:0:0:0:0:0:0,8:341:58:3:14:3:1:0:0:0:0:0:0:0:0,,3:227:38:0:10:0:0:2:0:0:0:0:0:0:0,1:225:37:0:11:0:0:1:0:0:0:0:0:0:0
15:00:00 (C),2:272:57:1:8:1:0:0:0:0:0:0:0:0:0,5:305:48:0:13:3:1:0:0:0:0:0:0:0:0,,3:282:28:0:12:0:0:0:0:0:0:0:0:0:0,4:236:19:1:7:0:0:1:0:0:0:0:0:0:0
16:00:00 (C),1:285:43:2:9:1:0:0:1:0:0:0:0:0:0,4:303:45:0:6:2:0:0:0:0:0:0:0:0:0,,3:281:37:0:9:0:0:1:1:0:0:0:0:0:0,2:303:26:0:9:1:0:2:0:0:0:0:0:0:0
17:00:00 (C),1:287:47:1:10:0:0:0:0:0:0:0:0:0:0,0:327:47:0:6:3:0:0:0:0:0:0:0:0:0,,1:338:24:2:3:0:0:2:1:0:0:0:0:0:0,2:302:36:0:3:0:1:1:0:0:0:0:0:0:0
18:00:00 (C),2:225:26:0:10:0:0:0:0:0:0:0:0:0:0,6:268:32:0:5:1:1:0:0:0:0:0:0:0:0,,2:260:32:2:3:0:1:0:1:0:0:0:0:0:0,4:275:24:0:7:0:0:1:0:0:0:0:0:0:0
19:00:00(C),5:271:44:1:3:0:1:0:0:0:0:0:1:0:0,8:230:25:0:1:0:0:0:0:0:0:0:0:0:0,,1:192:15:1:3:0:0:0:0:0:0:0:0:0:0,0:211:17:1:2:0:0:0:0:0:0:0:0:0:0
20:00:00 (C),5:161:21:0:4:0:0:0:0:0:0:0:0:0:0,1:205:26:0:5:1:0:0:0:0:0:0:1:0:0,,1:118:11:0:3:0:0:0:0:0:0:0:0:0:0,2:140:11:0:3:0:0:0:0:0:0:0:0:0:0
21:00:00 (C),2:144:19:2:5:0:0:0:1:0:0:0:0:0:0,0:145:22:0:2:2:0:0:0:0:0:0:0:0:0,,7:114:11:0:2:0:0:0:0:0:0:0:0:0:0,6:89:8:0:3:0:0:0:0:0:0:0:0:0:0
22:00:00 (C),4:244:39:2:4:0:0:0:0:0:0:0:0:0:0,0:149:25:0:1:2:0:0:0:0:0:0:0:0:0,,2:189:18:1:5:0:0:0:0:0:0:0:0:0:0,0:94:8:0:4:0:0:0:0:0:0:0:0:0:0
23:00:00 (C),0:128:12:0:2:0:0:0:0:0:0:0:0:0:0,1:89:14:0:1:0:0:0:0:0:0:0:0:0:0,,1:120:13:2:0:0:0:0:0:0:0:0:0:0:0,0:96:6:2:2:0:0:0:0:0:0:0:0:0:0
