Point: ,121-5056,,
Location: ,"33.77467294, -84.40808865",,
Road-Type: ,Principal Arterial,,
Day: ,Tue,Wed,Thu
Date:,2024-02-13,2024-02-14,2024-02-15
0:00:00 (V),,482,615
1:00:00 (V),327,279,
2:00:00 (V),260,178,
3:00:00 (V),209,161,
4:00:00 (V),179,147,
5:00:00 (V),354,360,
6:00:00 (V),841,841,
7:00:00 (V),1559,1686,
8:00:00 (V),1859,2267,
9:00:00 (V),1585,1828,
10:00:00 (V),1111,821,
11:00:00 (V),1217,686,
12:00:00 (V),1363,863,
13:00:00 (V),1394,887,
14:00:00 (V),1567,1894,
15:00:00 (V),2091,2433,
16:00:00 (V),2692,2764,
17:00:00 (V),2567,3033,
18:00:00 (V),1876,2624,
19:00:00(V),1265,1934,
20:00:00 (V),1087,1395,
21:00:00 (V),852,1072,
22:00:00 (V),860,931,
23:00:00 (V),557,672,
,,,
12:00:00 (C),,0:453:20:0:5:1:0:0:3:0:0:0:0:0:0,0:569:30:1:9:0:0:0:6:0:0:0:0:0:0
1:00:00 (C),0:297:17:0:5:0:0:2:6:0:0:0:0:0:0,0:261:8:0:3:2:0:0:5:0:0:0:0:0:0,
2:00:00 (C),0:220:12:0:6:0:0:0:21:1:0:0:0:0:0,0:167:6:0:2:0:0:0:3:0:0:0:0:0:0,
3:00:00 (C),0:153:12:6:11:5:0:0:21:1:0:0:0:0:0,0:137:9:5:4:0:0:0:6:0:0:0:0:0:0,
4:00:00 (C),0:126:16:15:8:1:0:0:13:0:0:0:0:0:0,0:115:17:10:3:0:0:0:2:0:0:0:0:0:0,
5:00:00 (C),0:231:65:8:23:2:0:2:23:0:0:0:0:0:0,0:267:67:17:6:0:0:0:3:0:0:0:0:0:0,
6:00:00 (C),3:634:110:14:42:5:0:2:31:0:0:0:0:0:0,1:665:138:6:16:4:0:2:9:0:0:0:0:0:0,
7:00:00 (C),1:1302:176:7:41:4:0:6:22:0:0:0:0:0:0,1:1398:181:13:56:16:0:7:14:0:0:0:0:0:0,
8:00:00 (C),1:1529:226:11:66:8:0:8:10:0:0:0:0:0:0,0:1884:260:15:74:11:0:13:9:1:0:0:0:0:0,
9:00:00 (C),0:1296:195:14:62:6:0:2:10:0:0:0:0:0:0,1:1461:245:12:74:11:0:4:19:0:0:1:0:0:0,
10:00:00 (C),0:857:165:8:57:12:0:4:8:0:0:0:0:0:0,0:625:113:9:53:6:0:8:7:0:0:0:0:0:0,
11:00:00 (C),1:970:183:10:36:5:0:2:10:0:0:0:0:0:0,0:531:106:5:31:3:0:4:6:0:0:0:0:0:0,
12:00:00 (C),0:1105:182:5:60:3:0:3:5:0:0:0:0:0:0,1:704:113:7:22:4:0:4:7:1:0:0:0:0:0,
13:00:00 (C),1:1179:149:9:42:4:0:1:9:0:0:0:0:0:0,1:730:107:3:34:2:0:4:6:0:0:0:0:0:0,
14:00:00 (C),1:1319:183:7:40:3:0:5:9:0:0:0:0:0:0,1:1548:248:13:42:6:0:13:21:0:1:1:0:0:0,
15:00:00 (C),1:1790:233:8:38:7:0:7:6:0:0:1:0:0:0,2:1980:333:16:59:11:0:8:24:0:0:0:0:0:0,
16:00:00 (C),0:2364:255:12:40:7:0:2:12:0:0:0:0:0:0,6:2367:255:24:65:8:1:11:25:1:1:0:0:0:0,
17:00:00 (C),1:2304:189:9:42:4:0:5:13:0:0:0:0:0:0,3:2701:236:16:53:8:0:3:13:0:0:0:0:0:0,
18:00:00 (C),0:1715:132:5:19:1:0:0:4:0:0:0:0:0:0,3:2382:191:8:28:2:0:2:7:1:0:0:0:0:0,
19:00:00(C),0:1169:74:3:11:1:0:1:6:0:0:0:0:0:0,4:1768:118:6:20:3:0:3:12:0:0:0:0:0:0,
20:00:00 (C),0:1006:62:5:8:1:0:0:5:0:0:0:0:0:0,9:1295:76:3:6:0:0:1:5:0:0:0:0:0:0,
21:00:00 (C),0:780:57:2:8:1:0:1:3:0:0:0:0:0:0,4:993:54:2:10:1:0:1:7:0:0:0:0:0:0,
22:00:00 (C),0:796:52:4:5:0:0:0:3:0:0:0:0:0:0,4:861:45:3:14:0:0:0:4:0:0:0:0:0:0,
23:00:00 (C),4:515:29:2:6:0:0:0:1:0:0:0:0:0:0,3:614:34:2:12:0:0:0:7:0:0:0:0:0:0,
